"","ID","consumption_unit_total","calendar_month","community","year","temperature","NumOfConnected-COMMELEC","NumOfConnected-FREENRESIE","NumOfConnected-FREERESIE","NumOfConnected-GOVTELEC","NumOfConnected-INDTELEC","NumOfConnected-RESIEXPE","NumOfConnected-RESINATE","NumOfConnected-RESINATSE","NumOfConnected-ENORATE","NumOfConnected-TOTAL","Expat_Ratio","Community.Name","One.Storey.Building","Multi.Storey.Building","Multi.Storey.Ratio.Building","Private.Villa","Investment.Villa","Arabic.House","Public.Building","Industrial.Building","Other.Buildings","Total.Buildings","population","Avg_Consumption_per_person","population_density"
"3847","201810-392",143878932.655,"201810","392","2018",32.1,2973,2,0,17,0,30592,278,0,0,33862,0.990994493035309,"MARSA DUBAI",4,189,18,0,137,0,72,0,0,420,55052,2613.50963915934,131.07619047619
"3848","201810-393",84103049.223,"201810","393","2018",32.1,6599,5,0,12,14,16253,179,1,0,23063,0.989046430962088,"AL THANYAH FIFTH",0,53,2,0,3325,0,73,0,0,3453,37067,2268.94675109936,10.7347234289024
"3849","201810-394",57780303.927,"201810","394","2018",32.1,428,2,0,9,0,7451,188,1,0,8079,0.975261780104712,"AL THANYAH  FOURTH",0,1,0,0,7456,0,17,0,3,7477,23488,2459.99250370402,3.14136685836565
"3850","201810-411",211194.97,"201810","411","2018",32.1,5,0,0,0,0,0,0,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3851","201810-412",25544943.078,"201810","412","2018",32.1,791,1,0,17,9,997,62,0,0,1877,0.941454202077432,"AL KHEERAN",0,30,0,0,59,0,45,3,6,143,4641,5504.18941564318,32.4545454545455
"3852","201810-413",73390.71,"201810","413","2018",32.1,0,1,0,1,0,0,0,0,0,2,NA,"RAS AL KHOR",0,0,0,0,0,0,1,0,0,1,2,36695.355,2
"3853","201810-415",508144.46,"201810","415","2018",32.1,5,2,0,4,0,0,0,0,0,11,NA,"AL KHAIRAN FIRST",0,3,0,0,0,0,5,0,1,9,2,254072.23,0.222222222222222
"3854","201810-416",22511268.364,"201810","416","2018",32.1,694,4,0,29,2,584,1116,88,0,2517,0.32662192393736,"NADD AL HAMAR",1,11,0,1523,0,0,88,0,35,1658,13589,1656.58020192803,8.19601930036188
"3855","201810-421",20100718.167,"201810","421","2018",32.1,310,2,0,0,0,7050,829,47,0,8238,0.889477668433005,"AL WARQA'A FIRST",0,219,0,0,0,0,12,0,0,231,21696,926.471154452434,93.9220779220779
"3856","201810-422",12411748.77,"201810","422","2018",32.1,72,2,0,14,0,96,791,62,0,1037,0.101159114857745,"AL WARQA'A SECOND",0,0,0,1242,0,0,19,0,0,1261,10237,1212.44004786559,8.11816019032514
"3857","201810-423",15506494.08,"201810","423","2018",32.1,38,0,0,13,0,160,1056,96,0,1363,0.121951219512195,"AL WARQA'A THIRD",0,0,0,1775,7,0,23,0,0,1805,14208,1091.39175675676,7.87146814404432
"3858","201810-424",14234755.9,"201810","424","2018",32.1,54,0,0,11,0,67,1211,131,0,1474,0.0475514549325763,"AL WARQA'A FOURTH",0,0,0,1667,0,0,15,0,0,1682,12910,1102.6147095275,7.67538644470868
"3859","201810-425",1147741.93,"201810","425","2018",32.1,0,3,0,0,0,0,0,0,0,3,NA,"AL WARQA'A FIFTH",0,0,0,0,0,0,2,0,2,4,60,19129.0321666667,15
"3860","201810-431",399362.51,"201810","431","2018",32.1,0,0,0,3,0,0,0,0,0,3,NA,"WADI ALSHABAK",1,0,0,0,0,0,0,0,0,1,55,7261.13654545455,55
"3861","201810-441",90396.8,"201810","441","2018",32.1,0,0,0,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3862","201810-500",2846985.86,"201810","500","2018",32.1,25,2,0,11,3,0,0,0,0,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3863","201810-511",4896730.39,"201810","511","2018",32.1,35,6,0,19,12,472,10,0,0,554,0.979253112033195,"HESSYAN FIRST",2,13,0,0,323,0,7,1,0,346,3300,1483.85769393939,9.53757225433526
"3864","201810-512",283905.81,"201810","512","2018",32.1,2,0,0,0,0,0,0,0,0,2,NA,"HESSYAN SECOND",4,0,0,2,0,0,1,1,125,133,45,6309.018,0.338345864661654
"3865","201810-513",1528098.64,"201810","513","2018",32.1,116,0,0,0,0,0,0,0,0,116,NA,"SAIH SHUAIB 1",1,3,0,0,21,0,53,0,10,88,9,169788.737777778,0.102272727272727
"3866","201810-516",18462609.71,"201810","516","2018",32.1,74,9,0,6,74,0,0,0,0,163,NA,"JABAL ALI INDUSTRIAL THIRD",2,1,0,0,0,0,88,61,35,187,2462,7499.02912672624,13.1657754010695
"3867","201810-518",43308743.52,"201810","518","2018",32.1,998,4,0,15,199,420,2,0,0,1638,0.995260663507109,"JABAL ALI INDUSTRIAL SECOND",2,3,0,0,0,0,234,38,162,439,23000,1882.98884869565,52.3917995444191
"3868","201810-521",24116217.57,"201810","521","2018",32.1,318,15,0,68,10,290,7,0,0,708,0.976430976430976,"MADINAT AL MATAAR",3,37,0,0,0,0,163,2,8,213,2183,11047.2824415941,10.2488262910798
"3869","201810-531",53011950.958,"201810","531","2018",32.1,991,23,0,130,250,1661,6,0,0,3061,0.996400719856029,"SAIH SHUAIB 2",0,32,0,0,220,0,25,18,37,332,13665,3879.39633794365,41.1596385542169
"3870","201810-532",8890179.28,"201810","532","2018",32.1,401,0,0,1,27,27,0,0,0,456,1,"SAIH SHUAIB 3",0,27,0,0,0,0,53,29,35,144,11144,797.754781048098,77.3888888888889
"3871","201810-533",5588323.77,"201810","533","2018",32.1,40,0,0,0,28,25,0,0,0,93,1,"SAIH SHUAIB 4",1,26,0,0,0,0,34,36,46,143,11170,500.297562220233,78.1118881118881
"3872","201810-591",178866491.683,"201810","591","2018",32.1,2578,33,0,122,315,26483,154,0,0,29685,0.994218568157075,"JEBEL ALI FIRST",10,414,0,0,2202,0,44,3,2,2675,69115,2587.95473750995,25.8373831775701
"3873","201810-592",867450.11,"201810","592","2018",32.1,9,0,0,0,1,0,0,0,0,10,NA,"JEBEL ALI SECOND",1,2,0,0,0,0,2,2,0,7,1561,555.701543882127,223
"3874","201810-594",7619749.71,"201810","594","2018",32.1,229,0,0,3,48,2,0,0,0,282,1,"MENA JABAL ALI",13,80,0,0,0,0,346,136,292,867,28600,266.424815034965,32.9873125720877
"3875","201810-597",61395013.351,"201810","597","2018",32.1,1968,1,0,14,142,3119,7,0,0,5251,0.997760716570697,"DUBAI INVESTMENT PARK SECOND",4,192,0,0,0,0,113,101,270,680,59763,1027.30808947007,87.8867647058824
"3876","201810-598",94780937.433,"201810","598","2018",32.1,2199,6,0,8,182,4655,33,0,0,7083,0.992960750853242,"DUBAI INVESTMENT PARK FIRST",1,310,0,0,1227,0,260,87,52,1937,69000,1373.6367743913,35.6220960247806
"3877","201810-599",128445461.781,"201810","599","2018",32.1,1227,10,0,45,279,431,0,0,0,1992,1,"JABAL ALI INDUSTRIAL FIRST",6,437,0,0,0,0,144,199,177,963,129024,995.516041829427,133.981308411215
"3878","201810-600",16577989.51,"201810","600","2018",32.1,295,17,0,78,0,15,18,0,0,423,0.454545454545455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3879","201810-611",377557.79,"201810","611","2018",32.1,3,1,0,4,0,0,1,0,0,9,0,"BU KADRA",0,0,0,0,0,0,1,0,0,1,15,25170.5193333333,15
"3880","201810-612",7986224.921,"201810","612","2018",32.1,1295,2,0,12,13,100,0,0,0,1422,1,"RAS AL KHOR IND. FIRST",10,15,0,0,0,0,197,10,170,402,2393,3337.32758921855,5.95273631840796
"3881","201810-613",17949616.828,"201810","613","2018",32.1,3302,1,0,24,52,165,2,0,0,3546,0.988023952095808,"RAS AL KHOR IND. SECOND",1,11,0,0,0,0,592,22,487,1113,2352,7631.63980782313,2.11320754716981
"3882","201810-614",31707151.005,"201810","614","2018",32.1,1881,10,0,36,4,1888,117,7,0,3943,0.938369781312127,"RAS AL KHOR IND. THIRD",0,77,0,0,32,0,321,0,16,446,21500,1474.75120953488,48.2062780269058
"3883","201810-615",5234400.51,"201810","615","2018",32.1,22,5,0,22,0,1,141,4,0,195,0.00684931506849315,"NADD AL SHIBA SECOND",3,1,0,217,0,0,9,0,0,230,2258,2318.15788751107,9.81739130434783
"3884","201810-616",3332320.47,"201810","616","2018",32.1,113,0,0,11,0,0,4,0,0,128,0,"NADD AL SHIBA THIRD",0,2,0,64,1411,0,10,0,0,1487,137,24323.507080292,0.0921318090114324
"3885","201810-617",4550463.15,"201810","617","2018",32.1,21,1,0,7,0,14,208,8,0,259,0.0608695652173913,"NADD AL SHIBA FOURTH",0,0,0,729,0,0,18,0,0,747,3505,1298.27764621969,4.69210174029451
"3886","201810-618",10857034.69,"201810","618","2018",32.1,33,1,0,7,0,1507,81,1,0,1630,0.948395217117684,"NADD AL SHIBA FIRST",1,43,0,99,1307,0,35,0,1,1486,5485,1979.40468368277,3.69111709286676
"3887","201810-621",93898842.412,"201810","621","2018",32.1,6359,1,0,10,9,28840,342,8,0,35569,0.988009592326139,"WARSAN FIRST",0,470,0,0,934,0,32,0,93,1529,97159,966.445130270999,63.544146500981
"3888","201810-622",3170452.77,"201810","622","2018",32.1,11,13,0,5,2,86,4,0,0,121,0.955555555555556,"WARSAN SECOND",7,3,0,0,92,0,18,1,0,121,1524,2080.34958661417,12.595041322314
"3889","201810-624",6516360.74,"201810","624","2018",32.1,63,0,0,2,0,3492,50,1,0,3608,0.985605419136325,"WARSAN FOURTH",0,77,0,0,0,0,2,1,0,80,8359,779.562237109702,104.4875
"3890","201810-626",50793357.779,"201810","626","2018",32.1,1637,0,0,3,33,17343,357,3,0,19376,0.979664463650229,"NADD HESSA",0,132,11,0,1766,0,58,0,2,1969,35361,1436.42311526823,17.9588623666836
"3891","201810-630",6133577.83,"201810","630","2018",32.1,234,2,0,59,3,414,0,0,0,712,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3892","201810-631",2904482.51,"201810","631","2018",32.1,17,0,0,0,0,1,2,0,0,20,0.333333333333333,"HADAEQ SHEIKH MOHAMMED BIN RASHID",4,8,0,0,1194,0,15,1,9,1231,68,42712.9780882353,0.0552396425670187
"3893","201810-641",1395295.73,"201810","641","2018",32.1,30,3,0,3,0,10,38,0,0,84,0.208333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3894","201810-643",10373459.423,"201810","643","2018",32.1,61,0,0,1,0,3812,143,2,0,4019,0.963356077836745,"WADI AL SAFA 2",0,49,0,1,654,0,16,0,1,721,9623,1077.98601506807,13.3467406380028
"3895","201810-645",17162006.09,"201810","645","2018",32.1,95,2,0,0,0,2271,85,0,0,2453,0.963921901528014,"WADI AL SAFA 3",1,31,1,6,2251,0,20,1,2,2313,9599,1787.89520679237,4.15002161694769
"3896","201810-646",2665484,"201810","646","2018",32.1,21,0,0,0,0,0,0,0,0,21,NA,"WADI AL SAFA 4",0,1,0,0,0,0,7,0,2,10,2,1332742,0.2
"3897","201810-648",21820931.566,"201810","648","2018",32.1,164,0,0,3,0,6392,204,0,0,6763,0.969072164948454,"WADI AL SAFA 5",0,45,1,35,1826,0,9,0,1,1917,19550,1116.16018240409,10.1982263954095
"3898","201810-664",27288409.454,"201810","664","2018",32.1,189,1,0,5,0,4146,78,0,0,4419,0.981534090909091,"WADI AL ASAFA 6",1,1,0,0,4288,0,13,0,0,4303,16179,1686.65612547129,3.75993492911922
"3899","201810-665",10152595.979,"201810","665","2018",32.1,75,0,0,2,0,1814,41,0,0,1932,0.977897574123989,"WADI AL ASAFA 7",0,28,0,0,2644,0,21,0,0,2693,7740,1311.70490684755,2.87411808392128
